unique_id,disbursement_date,loan_investment_amount,lender_insurance_premium,metro_type,LMI_type,revenue,full_time_employees,naics_code,jobs_created,lender_type_category,optional_primary_use_of_funds,optional_revenue_yr_confirmed,optional_stage,active_status,support_amount,FICO_Score,Loan_default_probabilities,Risk_Level,FICO_Class,Loan_Prediction
NJ_2013_VCP_2,6/13/2013,200000.0,0.0,Metro,Non-LMI,8033489.0,67.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2013_LPP_4,8/6/2013,1995000.0,0.0,Metro,LMI,9000000.0,35.0,531120,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2013_LPP_5,9/4/2013,540094.0,0.0,Metro,LMI,7832697.0,50.0,531120,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,593,0.51065546,Moderate,Fair,1
NJ_2013_LPP_7,10/1/2013,1186250.0,0.0,Metro,Non-LMI,0.0,21.0,531390,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2013_VCP_3,10/10/2013,125000.0,0.0,Metro,Non-LMI,8033489.0,67.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2013_LGP_1,10/17/2013,350000.0,0.0,Metro,Non-LMI,4000000.0,25.0,334310,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,175000.0,626,0.4566288,Moderate,Good,0
NJ_2013_VCP_4,12/9/2013,836488.0,0.0,Metro,Non-LMI,0.0,32.0,541519,18.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,893,0.011475519,Low,Very Good,0
NJ_2013_VCP_5,12/9/2013,214209.0,0.0,Metro,Non-LMI,34102.0,206.0,445110,100.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,674,0.37592375,Moderate,Good,0
NJ_2013_VCP_6,12/31/2013,400006.0,0.0,Metro,LMI,6022890.43,48.0,517919,14.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,699,0.3341571,Moderate,Good,0
NJ_2013_VCP_8,12/31/2013,375000.0,0.0,Metro,Non-LMI,34102.0,206.0,445110,100.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,674,0.37592375,Moderate,Good,0
NJ_2014_VCP_1,1/28/2014,742500.0,0.0,Metro,Non-LMI,693467.0,22.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_VCP_2,1/29/2014,125000.0,0.0,Metro,Non-LMI,8227000.0,67.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_VCP_4,2/5/2014,100000.0,0.0,Metro,Non-LMI,1313665.0,206.0,445110,100.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,674,0.37592375,Moderate,Good,0
NJ_2014_VCP_5,2/25/2014,125000.0,0.0,Metro,Non-LMI,8227000.0,69.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_VCP_6,3/26/2014,75000.0,0.0,Metro,Non-LMI,8227000.0,59.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_VCP_7,4/28/2014,75000.0,0.0,Metro,Non-LMI,8227000.0,56.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_VCP_8,5/16/2014,250000.0,0.0,Metro,Non-LMI,608600.0,16.0,518210,10.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,626,0.4566288,Moderate,Good,0
NJ_2014_VCP_9,5/23/2014,499994.0,0.0,Metro,Non-LMI,233059.24,32.0,518210,25.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,875,0.04132846,Low,Very Good,0
NJ_2014_VCP_10,5/28/2014,50000.0,0.0,Metro,Non-LMI,8227000.0,56.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_VCP_11,5/29/2014,1899999.99,0.0,Metro,Non-LMI,1228821.0,27.0,511210,30.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,880,0.03302781,Low,Very Good,0
NJ_2014_VCP_12,5/29/2014,250000.0,0.0,Metro,Non-LMI,917954.0,17.0,518210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_LPP_2,6/16/2014,2850000.0,0.0,Metro,LMI,50244270.0,98.0,424430,30.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,880,0.03302781,Low,Very Good,0
NJ_2014_LPP_3,7/8/2014,482000.0,0.0,Metro,Non-LMI,1187000.0,17.0,722410,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_LPP_4,7/8/2014,6840000.0,0.0,Metro,Non-LMI,22425000.0,167.0,541990,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,878,0.03613066,Low,Very Good,0
NJ_2014_LPP_5,7/24/2014,6475000.0,0.0,Metro,LMI,398096000.0,225.0,311612,50.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,852,0.07946097,Low,Very Good,0
NJ_2014_VCP_14,8/12/2014,100000.0,0.0,Metro,Non-LMI,8227000.0,52.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_VCP_15,9/9/2014,250000.0,0.0,Metro,Non-LMI,917954.0,16.0,518210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_LPP_7,9/17/2014,600000.0,0.0,Metro,Non-LMI,8397795.0,42.0,445299,8.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,410,0.8153779,Very High,Fair,1
NJ_2014_VCP_16,9/24/2014,300000.0,0.0,Metro,Non-LMI,824000.0,20.0,518210,11.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,696,0.33934188,Moderate,Good,0
NJ_2014_LPP_8,10/14/2014,1200000.0,0.0,Metro,LMI,857000.0,47.0,445299,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_VCP_18,11/7/2014,250000.0,0.0,Metro,Non-LMI,917954.0,16.0,518210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2014_VCP_19,12/17/2014,404807.88,0.0,Metro,Non-LMI,917954.0,17.0,518210,20.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,878,0.03613066,Low,Very Good,0
NJ_2015_VCP_5,7/10/2015,250000.0,0.0,Metro,Non-LMI,0.0,15.0,511210,3.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2015_VCP_8,10/5/2015,1000000.0,0.0,Metro,Non-LMI,1957479.0,51.0,511210,36.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,852,0.0784873,Low,Very Good,0
NJ_2015_VCP_10,11/23/2015,1049897.33,0.0,Metro,Non-LMI,1957479.0,51.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2015_VCP_11,12/2/2015,199999.79,0.0,Metro,Non-LMI,0.0,18.0,511210,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NJ_2016_LPP_1,5/4/2016,2700000.0,0.0,Metro,Non-LMI,7000000.0,31.0,531120,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,878,0.03613066,Low,Very Good,0
NJ_2016_LPP_2,5/25/2016,5000000.0,0.0,Metro,Non-LMI,31121507.0,216.0,311812,71.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,674,0.37592375,Moderate,Good,0
NJ_2016_LPP_3,9/13/2016,2880000.0,0.0,Metro,LMI,38070920.0,80.0,332439,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,875,0.04132846,Low,Very Good,0
NJ_2016_LPP_5,11/9/2016,6350000.0,0.0,Metro,LMI,21717000.0,259.0,624410,101.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,674,0.37592375,Moderate,Good,0
NM_2012_LPP_1,5/30/2012,5127734.0,0.0,Metro,Non-LMI,9044859.0,126.0,621111,18.0,Bank or Thrift,Fund Construction Costs,2015.0,Early Stage,Yes,0.0,893,0.011475519,Low,Very Good,0
NM_2012_LPP_2,6/25/2012,7150924.0,0.0,Metro,Non-LMI,17765000.0,44.0,423910,36.0,Bank or Thrift,Fund Construction Costs,2016.0,Early Stage,Yes,0.0,852,0.0784873,Low,Very Good,0
NM_2013_LPP_2,6/30/2013,1666000.0,0.0,Metro,Non-LMI,2357850.0,31.0,813319,25.0,Bank or Thrift,Fund Construction Costs,2016.0,Early Stage,Yes,0.0,875,0.04132846,Low,Very Good,0
NM_2013_LPP_6,12/4/2013,1232750.0,0.0,Metro,Non-LMI,1757824.0,21.0,445110,3.0,Bank or Thrift,Purchase Real Estate,2016.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
NM_2014_LPP_1,3/24/2014,6393000.0,0.0,Metro,Non-LMI,17764928.0,46.0,423910,36.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,852,0.0784873,Low,Very Good,0
NM_2015_LPP_1,5/15/2015,5375000.0,0.0,Metro,LMI,1493000.0,25.0,721120,0.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
NV_2012_CSP_1,3/27/2012,1600000.0,0.0,Metro,LMI,7497549.0,50.0,236210,70.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,525000.0,674,0.37592375,Moderate,Good,0
NV_2013_CSP_1,3/1/2013,200000.0,0.0,Metro,Non-LMI,1960738.0,15.0,541512,11.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,70000.0,696,0.33934188,Moderate,Good,0
NV_2013_CSP_3,6/1/2013,3249660.0,0.0,Metro,Non-LMI,5007568.0,20.0,811121,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,1137381.0,593,0.51065546,Moderate,Fair,1
NV_2015_CSP_1,1/15/2015,40000.0,0.0,Metro,LMI,1416000.0,30.0,561612,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,14000.0,878,0.03613066,Low,Very Good,0
NV_2015_VCP_1,4/24/2015,4000000.0,0.0,Metro,LMI,1700000.0,74.0,621210,17.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,828,0.119035356,Moderate,Very Good,0
NV_2016_VCP_1,7/15/2016,3490000.0,0.0,Metro,Non-LMI,60000.0,21.0,523930,3.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,802,0.16195582,Moderate,Very Good,0
NY_2012_CAP_3,2/24/2012,40000.0,2790.0,Metro,LMI,635709.0,20.0,722513,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_4,3/1/2012,50000.0,1000.0,Metro,Non-LMI,254509.0,23.0,312130,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_9,3/30/2012,70000.0,1400.0,Metro,LMI,3000000.0,22.0,541690,3.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_49,9/28/2012,150000.0,2500.0,Non-Metro,LMI,4901567.0,35.0,236210,3.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_56,11/12/2012,30000.0,2090.0,Metro,LMI,594427.0,29.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_59,11/12/2012,30000.0,2090.0,Metro,LMI,2471954.0,22.0,485320,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_63,11/13/2012,30000.0,2090.0,Metro,Non-LMI,1165943.0,16.0,445299,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_76,11/14/2012,30000.0,2090.0,Metro,LMI,786232.0,18.0,332323,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_104,11/20/2012,30000.0,2090.0,Metro,LMI,782189.0,15.0,812199,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_110,11/26/2012,10000.0,200.0,Metro,Non-LMI,323802.0,15.0,485320,1.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_VCP_1,12/4/2012,714582.0,0.0,Metro,Non-LMI,648030.0,19.0,321219,8.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,410,0.8153779,Very High,Fair,1
NY_2012_CAP_158,12/10/2012,30000.0,2090.0,Metro,Non-LMI,17272.0,26.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_162,12/11/2012,30000.0,2090.0,Metro,LMI,1724755.0,23.0,238220,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_180,12/19/2012,20000.0,1390.0,Metro,LMI,950397.0,15.0,236116,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_182,12/20/2012,20000.0,1390.0,Metro,Non-LMI,153176.0,23.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_187,12/20/2012,70000.0,4890.0,Metro,LMI,1997693.0,25.0,323111,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2012_CAP_198,12/26/2012,20000.0,1390.0,Metro,Non-LMI,46866.0,15.0,812910,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2013_CAP_2,1/2/2013,30000.0,2090.0,Metro,Non-LMI,2436046.0,25.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2013_VCP_1,1/3/2013,567908.0,0.0,Metro,Non-LMI,22128.0,15.0,541990,1.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
NY_2013_CAP_16,3/14/2013,30000.0,2090.0,Metro,Non-LMI,944783.0,17.0,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2013_CAP_24,4/3/2013,50000.0,3490.0,Metro,LMI,959681.0,18.0,454390,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2013_VCP_17,4/15/2013,898011.0,0.0,Metro,Non-LMI,648030.0,19.0,321219,8.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,410,0.8153779,Very High,Fair,1
NY_2013_LGP_2,5/7/2013,1000000.0,0.0,Metro,LMI,2526000.0,30.0,238210,0.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,100000.0,802,0.16195582,Moderate,Very Good,0
NY_2013_VCP_23,6/13/2013,2000000.0,0.0,Metro,LMI,7500.0,15.0,488490,3.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Loss,0.0,802,0.16195582,Moderate,Very Good,0
NY_2013_CAP_55,7/23/2013,380000.0,7600.0,Metro,LMI,5063000.0,15.0,454111,5.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,898,0.0018659685,Low,Very Good,0
NY_2013_VCP_27,8/27/2013,5219932.0,0.0,Metro,LMI,2048000.0,20.0,519130,15.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Exit,0.0,593,0.51065546,Moderate,Fair,1
NY_2013_VCP_32,10/1/2013,212002.0,0.0,Metro,Non-LMI,1600000.0,19.0,611420,5.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Seed,Yes,0.0,898,0.0030830456,Low,Very Good,0
NY_2013_CAP_90,10/9/2013,100000.0,1500.0,Metro,LMI,759685.0,30.0,236220,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2013_VCP_35,10/25/2013,6000000.0,0.0,Metro,Non-LMI,999961.0,66.0,334516,39.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,774,0.20858665,Moderate,Very Good,0
NY_2013_LGP_4,11/1/2013,1000000.0,0.0,Metro,LMI,5936598.0,20.0,423420,0.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,300000.0,802,0.16195582,Moderate,Very Good,0
NY_2013_VCP_37,12/1/2013,8950000.0,0.0,Metro,LMI,1700000.0,24.0,519130,2.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
NY_2014_VCP_3,1/8/2014,1000000.0,0.0,Metro,Non-LMI,10973682.0,36.0,519130,10.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,626,0.4566288,Moderate,Good,0
NY_2014_CAP_8,1/9/2014,64000.0,960.0,Metro,Non-LMI,3524674.0,34.0,484230,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2014_VCP_8,1/31/2014,3450000.0,0.0,Metro,LMI,14335829.0,206.0,445110,8.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,410,0.8153779,Very High,Fair,1
NY_2014_CAP_20,2/21/2014,50000.0,750.0,Metro,Non-LMI,3837810.0,65.0,722511,35.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,898,0.002321702,Low,Very Good,0
NY_2014_VCP_18,3/19/2014,2500000.0,0.0,Metro,LMI,4953115.0,42.0,519130,15.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Exit,0.0,593,0.51065546,Moderate,Fair,1
NY_2014_VCP_27,5/20/2014,1000000.0,0.0,Metro,Non-LMI,2092794.0,15.0,541380,8.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,410,0.8153779,Very High,Fair,1
NY_2014_CAP_55,5/22/2014,300000.0,6000.0,Non-Metro,Non-LMI,4964500.0,19.0,441222,2.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2014_CAP_59,5/28/2014,500000.0,10000.0,Metro,LMI,1056751.0,17.0,424430,8.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,864,0.059503935,Low,Very Good,0
NY_2014_VCP_28,6/9/2014,300000.0,0.0,Metro,LMI,133588.0,25.0,541511,10.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,626,0.4566288,Moderate,Good,0
NY_2014_VCP_30,6/9/2014,318005.0,0.0,Metro,Non-LMI,1297326.0,23.0,611420,5.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Seed,Yes,0.0,898,0.0030830456,Low,Very Good,0
NY_2014_VCP_36,7/2/2014,1065250.0,0.0,Metro,LMI,109273.0,16.0,541511,10.0,Loan Fund,Purchase Equipment,2016.0,Early Stage,Yes,0.0,626,0.4566288,Moderate,Good,0
NY_2014_CAP_129,9/25/2014,500000.0,10000.0,Metro,Non-LMI,0.0,20.0,722511,25.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,899,0.0011764814,Low,Very Good,0
NY_2014_LGP_1,10/17/2014,4000000.0,0.0,Metro,Non-LMI,11252430.0,40.0,238210,0.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,400000.0,802,0.16195582,Moderate,Very Good,0
NY_2014_CAP_160,11/4/2014,73000.0,5100.0,Metro,Non-LMI,0.0,18.0,445299,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2014_CAP_162,11/4/2014,74000.0,5170.0,Metro,Non-LMI,832590.0,18.0,454390,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2014_CAP_163,11/14/2014,381000.0,7400.0,Metro,Non-LMI,830000.0,23.0,624410,2.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2014_CAP_172,11/25/2014,351000.0,7020.0,Metro,Non-LMI,0.0,35.0,541940,3.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2014_CAP_173,11/25/2014,98000.0,6370.0,Metro,Non-LMI,2483348.0,16.0,236220,4.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,898,0.0018931167,Low,Very Good,0
NY_2014_CAP_174,11/25/2014,50000.0,3250.0,Metro,Non-LMI,2483348.0,16.0,236220,2.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2015_VCP_1,1/1/2015,1090098.0,0.0,Metro,LMI,180041.0,15.0,541511,7.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Growth,Yes,0.0,452,0.74583143,High,Fair,1
NY_2015_CAP_4,1/5/2015,74000.0,5170.0,Metro,LMI,936535.0,26.0,561520,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2015_CAP_6,1/5/2015,74000.0,5170.0,Metro,LMI,74000.0,40.0,485320,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2015_CAP_7,1/5/2015,30000.0,2090.0,Metro,Non-LMI,1056468.0,15.0,722511,1.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2015_CAP_17,2/5/2015,70000.0,4890.0,Metro,Non-LMI,475011.0,56.0,541990,0.5,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2015_CAP_45,3/10/2015,50000.0,3490.0,Metro,LMI,451886.0,17.0,722513,2.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2015_VCP_11,3/23/2015,600000.0,0.0,Metro,Non-LMI,241900.0,15.0,425120,12.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Seed,Yes,0.0,895,0.0076889317,Low,Very Good,0
NY_2015_VCP_12,4/1/2015,325000.0,0.0,Metro,LMI,1009735.0,15.0,541511,5.0,Loan Fund,Purchase Equipment,2016.0,Growth,Yes,0.0,866,0.055246506,Low,Very Good,0
NY_2015_CAP_72,4/14/2015,50000.0,3490.0,Metro,Non-LMI,0.0,19.5,722511,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,897,0.004147163,Low,Very Good,0
NY_2015_VCP_17,4/15/2015,1000000.0,0.0,Metro,Non-LMI,1963000.0,20.0,711410,11.0,Loan Fund,Purchase Equipment,2016.0,Growth,Yes,0.0,696,0.33934188,Moderate,Good,0
NY_2015_VCP_20,5/20/2015,1501572.0,0.0,Metro,Non-LMI,8191049.0,20.0,519130,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
NY_2015_VCP_25,7/2/2015,2229973.0,0.0,Metro,Non-LMI,467216.0,16.0,511210,7.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,452,0.74583143,High,Fair,1
NY_2015_CAP_118,7/8/2015,21182.5,1270.95,Metro,Non-LMI,1767067.0,65.0,713940,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2017.0,Early Stage,Yes,0.0,897,0.004147163,Low,Very Good,0
NY_2015_CAP_119,7/9/2015,10000.0,250.0,Metro,LMI,2608139.0,35.0,722511,30.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,899,0.0009323486,Low,Very Good,0
NY_2015_LGP_4,7/24/2015,1000000.0,0.0,Metro,LMI,1200000.0,22.0,238990,0.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,300000.0,802,0.16195582,Moderate,Very Good,0
